637.0,128.0
634.0,130.0
616.0,145.0
585.0,169.0
575.0,182.0
509.0,238.0
484.0,262.0
471.0,274.0
465.0,279.0
453.0,291.0
441.0,303.0
431.0,315.0
425.0,321.0
419.0,327.0
415.0,331.0
413.0,333.0
417.0,333.0
425.0,331.0
431.0,327.0
435.0,324.0
443.0,319.0
449.0,315.0
456.0,310.0
457.0,310.0
464.0,305.0
465.0,305.0
467.0,305.0
467.0,305.0
471.0,305.0
477.0,307.0
484.0,311.0
490.0,316.0
498.0,322.0
508.0,333.0
512.0,338.0
532.0,358.0
545.0,370.0
555.0,380.0
559.0,383.0
565.0,388.0
573.0,393.0
580.0,399.0
586.0,404.0
590.0,407.0
596.0,413.0
603.0,421.0
605.0,423.0
613.0,429.0
617.0,435.0
620.0,441.0
621.0,442.0
623.0,448.0
625.0,451.0
626.0,453.0
627.0,457.0
629.0,460.0
633.0,467.0
637.0,474.0
641.0,480.0
642.0,480.0
643.0,480.0
,
806.0,117.0
797.0,130.0
786.0,141.0
772.0,156.0
770.0,158.0
747.0,181.0
722.0,205.0
701.0,226.0
688.0,240.0
674.0,257.0
660.0,272.0
647.0,286.0
643.0,291.0
632.0,305.0
629.0,308.0
627.0,313.0
627.0,313.0
627.0,315.0
626.0,315.0
631.0,316.0
644.0,321.0
649.0,323.0
663.0,329.0
683.0,343.0
701.0,356.0
712.0,369.0
720.0,379.0
731.0,397.0
740.0,410.0
746.0,421.0
751.0,431.0
752.0,433.0
753.0,433.0
758.0,438.0
759.0,439.0
761.0,441.0
763.0,442.0
765.0,444.0
766.0,444.0
